Material,Shift Indicator,Trace Serial No,Trace Date,Serial Number,Batch,Scan Date,Scan Time,"Brake sw. bracket Torque 
(Screw 1)","Brake sw. bracket Torque 
(Screw 2)",Clutch sw. bracket Torque (Screw 1),Clutch sw. bracket Torque (Screw 2),DBV torque (Bolt 1),DBV torque (Bolt 2),DBV torque (Bolt 3),DBV torque (Bolt 4),CMC Torque (Bolt 1),CMC Torque (Bolt 2),Pedal shaft_Assy_Torq,Pre_Play_mm,Brake Pedal_Crackoff_mm,Brake Pedal,Brake Pedal_Fullstr_mm,Brake Switch,Brake Pedal HS,ClutchPedal FreePlay,Clutch Pedal FullStroke,Clutch Pedal HS,Brake Pedal Crackoff,Brake Pedal,Brake Pedal Full Stroke,Brake Switch,Brake Pedal HS,Clutch Pedal Free Play,Clutch Pedal Full Stroke,,BPT1,BPT2,CPT1,CPT2,DT1,DT2,DT3,DT4,CT1,CT2,PST,PV,TR1BPCR,TR1BPFT,TR1CPFP,TR1CPFS,TR2BPCR,TR2BPFT,TR2CPFP,TR2CPFS
9650010950,SHIFTA,5470,11/16/22,8359688,03X0209222,11/16/22,3:06:21 PM,4.717,4.507,5.287,4.523,22.050,22.028,22.028,22.042,23.140,24.312,0.00,6.24,18.79,78.634,111.936,0.000,0.000,14.77,114.796,0.000,19.55,81.000,106.466,0.000,0.000,15.85,129.774,0.000,0,0,0,0,22.342,22.012,22.245,0,23.091,23.079,0,6.03,19.75,112.318,17.07,121.497,19.28,115.680,15.33,140.999
9650010950,SHIFTA,5471,11/16/22,8359689,03X0209223,11/16/22,3:07:23 PM,4.507,4.800,5.745,4.507,22.050,22.035,0.000,0.000,23.103,23.146,0.00,6.26,20.42,79.747,110.305,0.000,0.000,17.64,117.400,0.000,18.02,79.375,0.000,0.000,0.000,17.03,0.000,0.000,5.197,0,0,0,23.407,22.042,22.717,22.778,23.177,23.238,0,6.18,19.56,114.717,16.32,127.002,18.60,_109.633,14.73,137.320
9650010950,SHIFTA,5475,11/16/22,8359689,03X0209223,11/16/22,3:07:23 PM,4.762,4.590,0.000,0.000,22.020,22.035,22.035,22.057,23.103,23.195,0.00,6.28,2.30,75.383,109.730,0.000,0.000,14.86,115.539,0.000,0.00,0.000,0.000,0.000,0.000,0.00,0.000,0.000,4.53,4.807,4.733,5.04,22.005,22.035,22.005,22.035,23.165,23.134,0,6.06,18.98,109.920,0.00,0.000,0.00,0.000,0.00,0.000
9650010950,SHIFTA,5476,11/16/22,8359689,03X0209223,11/16/22,3:07:23 PM,4.957,4.793,5.378,4.515,0.000,0.000,0.000,0.000,23.054,23.177,0.00,6.28,19.45,79.003,105.123,0.000,0.000,19.43,115.165,0.000,18.55,79.842,122.969,0.000,0.000,17.68,127.710,0.000,5.535,4.507,4.815,4.665,22.41,22.582,22.5,22.448,23.14,23.14,0,6.21,14.56,87.901,18.99,136.204,17.26,_102.784,15.31,137.992
9650010950,SHIFTA,5477,11/16/22,8359688,03X0209222,11/16/22,3:06:21 PM,4.717,4.507,5.287,4.523,22.042,22.020,22.020,22.035,23.110,23.116,0.00,6.26,19.84,80.170,107.331,0.000,0.000,17.19,116.938,0.000,17.43,79.213,101.186,0.000,0.000,17.51,124.330,0.000,5.025,4.53,4.8,4.537,22.545,22.132,22.507,22.395,23.134,23.177,0,6.18,19.47,114.717,17.97,127.083,18.79,_109.729,14.65,137.339
9650010950,SHIFTA,5479,11/16/22,8359688,03X0209222,11/16/22,3:06:21 PM,4.507,4.777,5.520,4.515,0.000,0.000,0.000,0.000,23.140,23.122,0.00,6.27,0.00,0.000,0.000,0.000,0.000,0.00,0.000,0.000,17.25,78.967,103.111,0.000,0.000,17.54,131.182,0.000,5.273,4.515,5.003,4.515,22.245,22.98,22.627,22.297,23.122,23.134,0,6.19,19.66,115.006,19.46,127.367,0.00,_  0.000,0.00,0.000
9650010950,SHIFTA,5496,11/19/22,8370346,03X0209238,11/19/22,1:17:48 PM,4.568,5.190,4.507,5.062,22.267,0.000,0.000,0.000,23.097,23.097,9.08,6.46,22.33,79.802,107.809,21.566,9.300,12.99,129.840,27.166,18.41,77.561,108.098,17.544,9.172,19.14,128.482,25.691,5.722,4.523,4.987,4.507,22.02,22.05,22.95,22.08,23.067,23.005,0,6.09,18.41,112.225,19.33,138.157,0.00,0.000,0.00,0.000
9650010950,SHIFTA,5498,11/19/22,8370346,03X0209238,11/19/22,1:17:48 PM,4.523,5.347,4.515,4.717,23.550,22.807,22.830,23.002,23.140,23.238,0.00,6.46,20.13,79.600,107.043,17.638,14.571,0.00,132.254,5.654,17.45,74.058,114.338,16.487,7.442,19.25,129.607,36.297,4.845,4.537,0,0,22.147,22.358,22.695,22.163,0,0,0,6.21,19.47,114.718,18.07,126.995,16.78,_111.167,14.33,137.754
9650010950,SHIFTA,5503,11/19/22,8370349,03X0209239,11/19/22,1:18:27 PM,4.523,5.483,0.000,0.000,22.200,22.230,22.163,22.110,23.165,23.091,0.00,6.44,18.41,75.846,108.768,17.256,9.688,11.31,132.349,19.084,19.75,79.007,114.338,19.080,11.862,16.24,129.148,23.927,0,0,0,0,22.035,23.805,22.14,22.462,23.103,23.134,0,6.21,19.47,114.718,18.07,126.995,16.78,_111.167,14.33,137.754
9650010950,SHIFTA,5511,11/19/22,8370346,03X0209238,11/19/22,1:17:48 PM,4.530,5.812,4.515,4.950,22.792,23.475,23.752,23.055,23.128,23.189,9.08,6.47,20.79,79.001,105.028,18.496,10.738,15.77,131.511,20.940,0.00,0.000,114.338,0.000,0.000,0.00,0.000,0.000,5.535,4.507,4.815,4.665,22.282,22.087,22.26,22.095,23.153,0,0,6.21,14.56,87.901,18.99,136.204,16.77,_102.947,15.38,139.112
9650010950,SHIFTA,5512,11/19/22,8370346,03X0209238,11/19/22,1:17:48 PM,4.523,5.685,4.507,4.793,23.115,23.295,23.025,22.747,0.000,0.000,9.08,6.46,19.84,80.448,107.042,18.307,9.974,18.83,130.293,24.750,20.99,78.653,114.338,19.836,3.893,0.00,129.240,3.222,5.273,4.515,5.003,4.515,22.035,22.132,22.32,22.627,23.122,23.134,0,6.2,19.66,115.006,14.84,127.370,18.60,_109.918,14.51,137.368
9650010950,SHIFTA,5513,11/19/22,8370346,03X0209238,11/19/22,1:17:48 PM,4.568,5.190,4.507,5.062,22.792,23.475,23.752,23.055,23.128,23.177,9.08,6.46,20.79,79.001,105.028,18.496,10.738,15.77,131.511,20.940,20.89,77.972,108.098,19.453,11.184,18.50,125.992,24.591,5.535,4.507,4.815,4.665,22.41,22.582,22.5,22.448,23.14,23.14,0,6.21,14.56,87.901,18.99,136.204,17.26,_102.784,15.31,137.992
9650010950,SHIFTA,5516,11/19/22,8370346,03X0209238,11/19/22,1:17:48 PM,4.568,5.190,4.507,5.062,22.267,22.320,23.355,22.717,0.000,0.000,9.08,6.44,21.47,79.884,107.140,17.925,14.187,0.00,132.349,20.481,18.41,77.561,114.338,17.544,9.172,19.14,128.482,25.691,5.235,4.523,5.092,4.515,22.8,22.102,22.342,23.812,0,0,0,6.16,19.66,115.006,14.56,127.086,18.60,_109.537,14.50,137.357
9650010950,SHIFTA,5532,11/12/22,8347368,03X0209173,11/12/22,3:51:39 PM,4.793,0.000,0.000,0.000,22.005,22.050,22.050,22.042,23.226,23.085,0.00,5.94,20.34,79.968,119.804,0.000,0.000,15.89,128.490,0.000,16.78,78.258,114.338,0.000,0.000,15.64,129.067,0.000,5.722,4.523,4.987,4.507,22.028,22.042,22.02,22.057,23.067,23.005,0,6.09,18.41,112.225,18.13,134.203,0.00,0.000,0.00,0.000
9650010950,SHIFTA,5533,11/12/22,8347363,03X0209172,11/12/22,3:51:04 PM,4.912,4.657,4.523,5.543,22.012,22.057,22.050,22.028,23.146,23.134,0.00,5.94,18.41,80.267,113.950,0.000,0.000,13.41,128.309,0.000,17.36,78.648,114.338,0.000,0.000,15.86,143.528,0.000,5.332,4.635,4.545,4.92,22.47,22.05,0,0,23.926,23.165,0,6.11,18.04,119.235,17.81,146.778,19.28,113.280,17.88,138.342
9650010950,SHIFTA,5534,11/12/22,8347368,03X0209173,11/12/22,3:51:39 PM,4.710,4.515,4.507,5.490,0.000,0.000,0.000,0.000,0.000,0.000,9.00,5.93,18.41,80.267,113.950,0.000,0.000,13.41,128.309,0.000,17.36,78.648,114.338,0.000,0.000,15.86,143.528,0.000,4.695,4.507,4.898,4.523,22.012,22.035,22.02,22.028,0,0,0,6.25,20.32,106.466,15.75,117.772,19.64,104.931,15.10,127.249
9650010950,SHIFTA,5535,11/12/22,8347363,03X0209172,11/12/22,3:51:04 PM,4.912,4.657,4.523,5.543,22.050,22.020,22.012,22.028,0.000,0.000,9.00,5.94,0.00,0.000,0.000,0.000,0.000,0.00,0.000,0.000,17.36,78.648,114.338,0.000,0.000,15.86,143.528,0.000,5.325,4.53,4.987,0,23.467,22.312,23.355,22.342,23.067,23.054,0,6.09,17.83,108.292,13.63,133.262,18.90,114.241,17.39,134.980
9650010950,SHIFTA,5543,11/12/22,8347977,03X0209178,11/12/22,6:54:13 PM,4.642,4.507,4.515,5.137,22.073,22.012,22.050,22.065,23.195,23.171,9.10,5.39,17.74,79.433,115.197,0.000,0.000,18.57,129.984,0.000,20.24,85.201,115.868,0.000,0.000,15.92,137.128,0.000,5.512,4.515,4.92,4.515,23.677,22.29,22.087,23.332,23.159,23.036,0,5.95,17.80,116.178,19.96,144.269,17.27,134.440,16.11,146.728
9650010950,SHIFTA,5546,11/12/22,8347368,03X0209173,11/12/22,3:51:39 PM,4.800,4.507,0.000,0.000,22.035,22.028,22.012,22.020,23.036,23.067,0.00,5.95,4.51,79.559,117.406,17.460,9.290,17.58,126.436,27.370,0.00,0.000,108.098,0.000,0.000,0.00,0.000,0.000,4.507,4.8,5.745,4.507,22.028,22.05,0,0,23.128,23.11,0,6.26,19.85,110.784,17.30,117.767,18.02,105.217,17.03,130.488
9650010950,SHIFTA,5547,11/12/22,8347368,03X0209173,11/12/22,3:51:39 PM,4.830,4.507,4.515,5.572,22.028,22.020,22.020,22.057,23.048,23.097,9.00,5.95,23.50,83.638,118.172,0.000,0.000,13.61,129.140,0.000,14.58,78.857,114.338,0.000,0.000,15.19,134.355,0.000,4.815,4.507,5.55,4.515,22.065,22.028,22.028,22.042,0,0,0,6.26,20.42,110.305,17.64,117.400,18.59,105.120,16.96,129.426
9650010950,SHIFTA,5548,11/12/22,8347368,03X0209173,11/12/22,3:51:39 PM,4.822,4.515,5.595,4.695,22.057,22.020,22.035,22.028,23.110,23.128,9.00,5.96,17.84,78.856,114.429,14.866,10.933,14.21,127.743,27.185,20.43,83.696,115.868,18.511,11.479,15.53,142.835,23.238,4.515,4.927,0,0,0,0,0,0,23.122,23.116,0,6.26,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000
9650010950,SHIFTA,5549,11/12/22,8347373,03X0209174,11/12/22,3:52:24 PM,4.845,4.507,4.523,5.460,22.042,22.005,22.020,22.028,23.103,0.000,0.00,5.96,17.27,78.315,116.541,15.061,10.937,19.66,129.421,22.540,20.43,83.696,115.868,18.511,11.479,15.53,142.835,23.238,4.815,4.507,5.55,4.515,22.065,22.028,0,0,23.06,23.558,0,6.26,19.75,108.000,17.55,116.843,18.59,105.120,16.96,129.426
9650010950,SHIFTA,5550,11/12/22,8347368,03X0209173,11/12/22,3:51:39 PM,4.822,4.515,5.595,4.695,22.057,0.000,0.000,0.000,23.110,23.128,0.00,5.96,17.84,78.856,114.429,14.866,10.933,14.21,127.743,27.185,20.43,83.696,115.868,18.511,11.479,15.53,0.000,23.238,5.415,4.507,0,0,0,0,0,0,23.153,23.067,0,6.28,0.00,0.000,15.01,112.562,20.41,104.833,17.98,124.065
9650010950,SHIFTA,5553,11/12/22,8347977,03X0209178,11/12/22,6:54:13 PM,4.642,4.507,4.515,5.137,22.073,22.012,22.050,22.065,23.195,23.171,9.10,5.39,17.74,79.433,115.197,0.000,0.000,18.57,129.984,0.000,20.24,85.201,115.868,0.000,0.000,15.92,137.128,0.000,4.665,4.523,4.935,4.935,22.028,22.028,22.042,22.02,23.594,23.153,0,6.25,20.32,106.466,15.75,117.772,20.41,104.833,17.98,124.065
9650010950,SHIFTA,5554,11/1/22,8308447,03X0209056,11/1/22,2:00:19 PM,5.947,4.530,5.137,4.515,22.282,22.245,22.538,22.425,0.000,0.000,0.00,6.19,20.40,80.538,115.355,0.000,0.000,12.78,133.889,0.000,20.62,82.223,115.200,0.000,0.000,14.78,137.833,0.000,0,0,0,0,22.035,23.198,23.137,23.16,23.195,23.189,0,6.47,20.99,106.273,19.57,139.518,18.59,105.795,14.33,135.934
9650010950,SHIFTA,5554,11/12/22,8347373,03X0209174,11/12/22,3:52:24 PM,0.000,0.000,0.000,0.000,22.042,0.000,0.000,0.000,23.189,23.165,0.00,5.93,17.27,78.315,116.541,15.061,10.937,19.66,129.421,22.540,20.14,81.794,115.200,17.554,9.851,15.48,137.598,38.235,4.515,5.827,4.807,4.53,22.05,22.185,22.297,22.087,23.042,23.11,0,6.09,18.22,113.948,17.79,134.387,18.50,107.712,18.28,131.512
9650010950,SHIFTA,5557,11/1/22,8308842,03X0209065,11/1/22,3:52:30 PM,5.197,4.537,5.145,4.530,23.407,22.042,22.717,22.778,0.000,0.000,0.00,6.18,19.47,79.619,114.814,0.000,0.000,16.96,127.085,0.000,0.00,0.000,108.098,0.000,0.000,0.00,0.000,0.000,5.445,0,0,0,22.02,22.05,22.042,22.05,23.11,23.195,0,6.1,19.28,116.731,14.12,142.868,19.08,111.357,18.42,135.263
9650010950,SHIFTA,5559,11/12/22,8347373,03X0209174,11/12/22,3:52:24 PM,4.642,4.500,4.530,5.370,0.000,0.000,0.000,0.000,23.189,23.091,0.00,5.96,19.08,77.411,112.417,0.000,0.000,15.84,113.215,0.000,20.14,81.794,115.868,17.554,9.851,15.48,137.598,38.235,5.415,4.537,5.017,4.507,22.05,22.185,22.297,22.087,0,0,0,6.09,18.22,113.948,0.00,0.000,19.85,110.878,18.22,134.023
9650010950,SHIFTA,5560,11/1/22,8308447,03X0209056,11/1/22,2:00:19 PM,5.505,4.523,5.242,4.560,22.282,22.245,22.538,22.425,23.103,23.116,0.00,6.18,17.37,77.199,131.695,0.000,0.000,10.52,138.143,0.000,21.44,82.144,115.200,0.000,0.000,14.78,137.833,0.000,5.182,4.523,4.552,5.055,22.028,22.042,22.042,22.05,23.828,23.202,0,6.1,19.18,116.635,23.48,140.809,18.32,114.434,18.16,137.855
9650010950,SHIFTA,5561,11/1/22,8308447,03X0209056,11/1/22,2:00:19 PM,4.935,4.523,5.318,4.523,23.055,22.387,22.538,23.317,23.116,23.085,0.00,6.19,0.00,0.000,0.000,0.000,0.000,12.78,133.889,0.000,16.95,78.410,115.200,0.000,0.000,13.63,133.710,0.000,5.483,4.523,4.957,4.507,22.028,22.012,22.02,22.028,23.429,23.079,0,6.09,19.67,119.522,12.35,140.995,17.85,120.198,18.00,143.177
9650010950,SHIFTA,5561,11/12/22,8347368,03X0209173,11/12/22,3:51:39 PM,4.507,4.830,0.000,0.000,22.065,22.050,22.057,22.028,23.103,23.073,0.00,5.94,0.00,0.000,0.000,0.000,0.000,0.00,0.000,0.000,19.09,81.717,115.200,0.000,0.000,15.42,135.963,0.000,0,0,0,0,22.012,22.02,22.05,22.02,23.079,23.165,0,6.09,18.90,116.926,0.00,0.000,17.85,120.198,18.00,143.177
9650010950,SHIFTA,5562,11/1/22,8308447,03X0209056,11/1/22,2:00:19 PM,4.935,4.523,5.318,4.523,22.440,22.830,22.432,22.868,23.183,23.140,0.00,6.19,24.42,84.211,115.355,0.000,0.000,12.78,133.889,0.000,16.95,78.410,108.098,0.000,0.000,13.63,133.710,0.000,5.347,4.53,5.01,4.537,21.997,22.073,22.02,22.02,23.159,23.091,0,6.09,18.90,116.926,19.39,144.731,17.85,120.198,18.00,143.177
9650010950,SHIFTA,5562,11/12/22,8347368,03X0209173,11/12/22,3:51:39 PM,0.000,0.000,0.000,0.000,22.012,0.000,0.000,0.000,23.036,23.067,9.00,5.92,0.00,0.000,0.000,0.000,0.000,17.58,126.436,27.370,18.71,82.937,115.200,0.000,0.000,15.93,141.015,0.000,5.242,4.537,5.137,4.523,22.44,22.237,22.935,23.025,24.257,23.496,0,6.1,18.42,118.177,18.17,139.787,20.24,118.178,17.79,139.336
9650010950,SHIFTA,5563,11/12/22,8347368,03X0209173,11/12/22,3:51:39 PM,4.935,4.515,4.523,0.000,22.020,22.042,22.073,22.080,0.000,0.000,0.00,5.95,20.34,80.521,118.559,0.000,0.000,13.61,129.140,0.000,14.58,78.857,115.868,0.000,0.000,15.19,134.355,0.000,5.362,4.507,4.995,4.523,22.035,22.042,22.035,22.02,23.159,23.091,0,6.09,0.00,0.000,0.00,0.000,17.85,120.198,18.00,143.177
9650010950,SHIFTA,5564,11/1/22,8308842,03X0209065,11/1/22,3:52:30 PM,0.000,0.000,0.000,0.000,22.387,22.080,22.267,23.497,0.000,0.000,0.00,6.18,19.56,79.619,114.814,0.000,0.000,16.96,127.084,0.000,18.60,77.743,115.200,0.000,0.000,14.73,137.320,0.000,5.692,4.53,0,0,22.02,22.028,22.02,22.05,23.828,23.202,0,6.08,19.57,118.749,13.39,140.066,17.74,115.679,18.25,138.688
9650010950,SHIFTA,5564,11/12/22,8347368,03X0209173,11/12/22,3:51:39 PM,4.965,4.515,4.523,5.617,22.028,22.028,22.028,22.028,23.189,23.079,0.00,5.91,18.51,80.678,116.252,17.648,10.076,15.55,125.228,27.280,18.89,81.997,115.868,0.000,0.000,14.89,134.680,0.000,5.032,4.523,5.092,4.537,22.02,22.057,22.042,22.02,24.748,0,0,6.07,19.67,119.522,12.35,140.995,17.74,115.679,18.25,138.688
9650010950,SHIFTA,5565,11/12/22,8347368,03X0209173,11/12/22,3:51:39 PM,4.830,4.515,0.000,0.000,22.050,22.073,0.000,0.000,0.000,0.000,0.00,5.95,20.34,80.521,118.559,0.000,0.000,13.61,129.140,0.000,17.45,83.322,115.868,0.000,0.000,15.99,140.454,0.000,5.25,4.552,0,0,22.597,22.62,22.215,22.147,23.14,23.116,0,6.07,19.28,116.732,15.29,142.866,19.28,113.280,17.88,138.342
9650010950,SHIFTA,5566,11/1/22,8308842,03X0209065,11/1/22,3:52:30 PM,5.782,4.545,4.807,4.515,22.005,22.733,23.227,22.305,23.036,23.073,0.00,6.21,18.57,72.661,112.299,0.000,0.000,6.39,139.135,0.000,15.61,67.579,115.200,0.000,0.000,14.08,134.773,0.000,5.415,4.537,0,0,22.05,22.185,22.297,0,23.122,23.238,0,6.09,18.22,113.948,20.25,134.295,19.85,110.878,18.22,134.023
9650010950,SHIFTA,5566,11/12/22,8347368,03X0209173,11/12/22,3:51:39 PM,0.000,0.000,0.000,0.000,22.050,22.035,22.035,22.012,23.091,23.073,0.00,5.94,18.41,80.267,113.950,0.000,0.000,13.41,128.309,0.000,17.36,78.648,115.200,0.000,0.000,15.86,143.528,0.000,0,0,0,0,22.028,0,0,0,0,0,0,6.11,18.89,114.909,15.44,138.204,17.36,114.624,18.16,137.855
9650010950,SHIFTA,5567,11/1/22,8308447,03X0209056,11/1/22,2:00:19 PM,5.332,4.530,4.523,5.025,22.140,22.207,22.448,22.185,23.189,23.085,0.00,6.17,19.66,79.527,115.006,0.000,0.000,13.99,127.524,0.000,0.00,0.000,0,0.000,0.000,13.99,132.599,0.000,5.392,4.515,5.047,4.507,22.44,22.237,22.935,23.025,23.091,23.06,0,6.07,18.41,116.445,19.61,140.718,16.98,114.242,17.51,138.807
9650010950,SHIFTA,5567,11/12/22,8347368,03X0209173,11/12/22,3:51:39 PM,4.507,4.943,0.000,0.000,0.000,0.000,0.000,0.000,23.226,23.085,0.00,5.94,20.34,79.968,119.804,0.000,0.000,15.89,128.490,0.000,0.00,0.000,0,0.000,0.000,0.00,0.000,0.000,5.31,4.53,5.213,4.523,22.028,22.042,22.042,22.05,0,0,0,6.11,21.48,116.542,17.30,140.810,18.32,114.434,18.16,137.855
9650010950,SHIFTA,5568,11/1/22,8308447,03X0209056,11/1/22,2:00:19 PM,4.733,4.515,4.995,4.507,22.163,22.500,22.260,22.987,0.000,0.000,0.00,6.16,19.66,79.527,115.006,0.000,0.000,12.28,127.486,0.000,17.07,76.754,115.200,0.000,0.000,14.57,137.336,0.000,5.242,4.537,5.137,4.523,22.44,22.237,22.935,23.025,24.932,23.097,0,6.09,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000
9650010950,SHIFTA,5568,11/12/22,8347368,03X0209173,11/12/22,3:51:39 PM,4.860,4.507,4.530,5.332,22.057,22.050,22.005,0.000,23.189,23.159,0.00,5.94,19.46,79.271,110.114,0.000,0.000,13.51,129.047,0.000,14.58,78.857,115.868,0.000,0.000,15.19,134.355,0.000,4.53,5.025,4.5,4.845,22.725,22.215,23.557,0,23.183,23.171,0,6.46,19.46,109.824,17.11,130.573,20.22,_108.098,14.64,124.964
9650010950,SHIFTA,5569,11/1/22,8308842,03X0209065,11/1/22,3:52:30 PM,5.535,4.507,4.815,4.665,22.410,22.582,22.500,22.448,23.140,23.140,0.00,6.21,14.56,68.646,87.901,0.000,0.000,18.99,136.204,0.000,17.26,68.248,115.200,0.000,0.000,15.31,137.992,0.000,0,0,0,0,22.028,22.057,22.005,0,0,0,0,5.17,20.62,116.346,18.03,122.712,17.36,114.430,14.84,136.045
9650010950,SHIFTA,5569,11/12/22,8347368,03X0209173,11/12/22,3:51:39 PM,5.040,4.507,0.000,0.000,0.000,0.000,0.000,0.000,23.110,23.134,0.00,5.93,17.26,78.713,110.881,0.000,0.000,13.42,119.165,0.000,17.36,78.648,108.098,0.000,0.000,15.86,143.528,0.000,5.047,4.523,5.01,4.515,22.44,22.237,22.935,23.025,23.091,23.06,0,6.07,18.41,116.445,19.61,140.718,16.98,114.242,17.51,138.807
9650010950,SHIFTA,5570,11/12/22,8347368,03X0209173,11/12/22,3:51:39 PM,0.000,0.000,0.000,0.000,22.020,22.057,0.000,0.000,23.153,23.122,0.00,5.91,0.00,0.000,0.000,0.000,0.000,0.00,0.000,0.000,18.89,81.997,115.200,0.000,0.000,14.89,134.680,0.000,4.515,4.747,4.507,4.59,22.657,22.995,22.267,0,23.116,23.054,0,6.47,20.99,106.273,19.57,139.518,19.07,105.986,14.41,0.000
9650010950,SHIFTA,5571,11/1/22,8308447,03X0209056,11/1/22,2:00:19 PM,5.677,4.560,0.000,0.000,22.725,22.740,22.597,22.942,23.153,23.146,0.00,6.16,19.66,79.527,115.006,0.000,0.000,14.27,127.539,0.000,20.32,82.519,115.200,0.000,0.000,13.99,132.599,0.000,4.515,5.062,4.8,4.515,22.042,22.065,22.028,22.073,23.06,23.067,0,5.2,20.14,112.703,13.02,117.864,17.65,114.432,16.33,137.799
9650010950,SHIFTA,5571,11/14/22,8350729,03X0209197,11/14/22,10:03:22 AM,4.793,4.507,0.000,0.000,22.020,22.050,22.012,22.012,0.000,0.000,0.00,6.01,20.52,81.651,111.457,20.231,0.000,15.44,122.340,0.000,20.14,82.326,112.514,19.369,0.000,15.35,136.323,0.000,4.523,4.777,0,0,23.49,23.302,22.493,22.252,0,0,0,6.46,18.69,105.889,17.70,141.367,2.39,109.247,14.66,134.396
9650010950,SHIFTA,5572,11/14/22,8350729,03X0209197,11/14/22,10:03:22 AM,0.000,0.000,0.000,0.000,22.035,0.000,0.000,0.000,23.159,23.060,0.00,6.00,20.90,83.226,109.441,19.654,0.000,18.90,120.474,0.000,0.00,0.000,0.000,0.000,0.000,0.00,0.000,0.000,4.5,5.617,4.86,4.515,0,0,0,0,0,0,0,5.55,16.59,109.151,19.29,117.492,17.65,112.033,16.48,135.954
9650010950,SHIFTA,5575,11/1/22,8308447,03X0209056,11/1/22,2:00:19 PM,5.325,4.515,5.100,4.560,23.235,22.132,22.845,22.335,0.000,0.000,0.00,6.19,19.44,77.241,115.164,0.000,0.000,13.97,137.048,0.000,15.15,76.661,115.200,0.000,0.000,13.27,133.363,0.000,4.515,5.475,4.507,0,22.012,22.028,22.057,22.035,23.073,0,0,5.35,16.97,109.250,17.72,124.571,14.86,111.455,15.36,138.503
9650010950,SHIFTA,5576,11/1/22,8308447,03X0209056,11/1/22,2:00:19 PM,5.483,4.515,5.047,4.530,22.035,22.132,22.320,22.627,23.122,23.134,0.00,6.18,19.66,79.527,115.006,0.000,0.000,0.00,0.000,0.000,18.03,77.650,115.200,0.000,0.000,14.42,0.000,0.000,0,0,0,0,22.012,22.042,22.245,22.312,0,0,0,6.42,0.00,0.000,19.31,138.407,19.07,104.932,13.11,134.864
9650010950,SHIFTA,5576,11/14/22,8350817,03X0209201,11/14/22,10:26:43 AM,4.927,4.507,0.000,0.000,22.035,22.012,22.020,22.028,23.159,23.060,0.00,6.01,20.90,83.226,109.441,19.654,0.000,18.90,120.474,0.000,14.50,66.873,107.030,14.004,0.000,0.00,0.000,0.000,4.53,5.812,4.507,4.935,22.035,22.035,22.042,0,0,0,0,5.3,16.59,109.151,19.29,117.492,20.62,114.817,16.11,132.353
9650010950,SHIFTA,5577,11/1/22,8308447,03X0209056,11/1/22,2:00:19 PM,5.325,4.515,5.100,4.560,22.972,22.582,22.358,22.403,23.128,23.073,0.00,6.19,19.44,77.241,115.164,0.000,0.000,15.60,138.096,0.000,18.67,79.796,115.200,0.000,0.000,14.78,137.833,0.000,4.523,4.92,4.507,4.68,22.252,23.115,22.957,22.2,23.202,23.159,0,6.47,20.99,106.273,19.57,139.518,18.59,105.795,14.33,135.934
9650010950,SHIFTA,5582,11/1/22,8308842,03X0209065,11/1/22,3:52:30 PM,5.205,4.530,4.972,4.770,0.000,0.000,0.000,0.000,23.134,23.177,0.00,6.18,19.37,79.429,114.814,0.000,0.000,17.14,127.086,0.000,18.79,77.838,109.729,0.000,0.000,14.65,137.339,0.000,4.545,5.415,4.507,4.905,23.677,23.25,23.122,22.23,23.195,23.067,0,6.44,21.47,107.140,0.00,132.349,18.41,_109.822,19.14,128.482
9650010950,SHIFTA,5583,11/1/22,8308447,03X0209056,11/1/22,2:00:19 PM,4.950,4.515,4.845,0.000,22.852,22.177,0.000,0.000,0.000,0.000,0.00,6.18,19.76,82.134,118.560,0.000,0.000,19.42,138.097,0.000,0.00,0.000,0.000,0.000,0.000,0.00,0.000,0.000,4.515,5.392,4.507,4.807,22.02,23.137,0,0,23.122,0,0,6.45,20.99,106.273,19.57,139.518,18.59,105.795,14.33,135.934
9650010950,SHIFTA,5583,11/14/22,8350729,03X0209197,11/14/22,10:03:22 AM,4.507,4.747,5.430,4.515,22.042,22.688,22.590,22.507,0.000,0.000,9.07,6.02,19.66,77.606,112.990,17.838,11.992,16.19,124.953,14.437,20.43,82.570,116.255,20.143,18.860,15.72,138.690,0.000,4.515,5.392,4.507,4.807,0,0,0,0,23.146,23.195,0,6.45,20.99,106.273,19.57,139.518,18.59,105.795,14.33,135.934
9650010950,SHIFTA,5584,11/1/22,8308447,03X0209056,11/1/22,2:00:19 PM,5.332,4.530,0.000,0.000,22.620,22.545,22.282,22.245,23.146,23.054,0.00,6.17,0.00,0.000,0.000,0.000,0.000,0.00,0.000,0.000,15.15,76.661,120.716,0.000,0.000,13.27,133.363,0.000,4.515,5.527,4.515,5.047,22.5,22.028,22.028,22.05,0,0,0,5.34,20.53,116.445,17.48,121.964,18.41,115.487,15.96,134.366
9650010950,SHIFTA,5585,11/14/22,8350729,03X0209197,11/14/22,10:03:22 AM,4.628,5.332,4.507,0.000,21.997,22.035,22.012,22.028,23.079,23.183,0.00,6.01,20.52,81.651,111.457,20.231,0.000,15.44,122.340,0.000,20.14,82.326,112.514,19.369,0.000,15.35,136.323,0.000,4.515,4.8,0,0,22.852,23.167,22.222,23.332,23.128,23.073,0,6.46,19.74,105.889,18.58,140.536,18.70,110.495,14.94,136.430
